City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,leua,48.2156,18.6071,13.61,74,100,2.63,SK,1711847498
289,al jawf,29.5,38.75,12.54,73,0,2.62,SA,1711847499
290,san antonio de pale,-1.4014,5.6325,28.56,81,100,4.84,GQ,1711847499
291,la passe,45.5549,-0.8967,10.13,93,93,4.62,FR,1711847499
292,lacy-lakeview,31.6293,-97.1028,22.48,76,40,6.17,US,1711847500
293,taro,-8.3862,115.28,25.0,81,38,1.26,ID,1711847500
294,richards bay,-28.783,32.0377,21.56,76,100,2.39,ZA,1711847363
295,prince rupert,54.3161,-130.3201,6.79,74,100,2.08,CA,1711847329
296,pigeon forge,35.7884,-83.5543,20.92,42,0,3.09,US,1711847453
297,siracusa,37.0881,15.2792,16.65,88,100,1.74,IT,1711847359
298,chebba,35.2372,11.115,20.3,47,8,3.99,TN,1711847503
299,okhotsk,59.3833,143.3,-0.68,74,100,4.1,RU,1711847503
300,lom sak,16.7798,101.2422,29.93,57,0,2.8,TH,1711847504
301,haiku-pauwela,20.9219,-156.3051,27.01,68,40,9.26,US,1711847505
302,petropavlovsk-kamchatsky,53.0452,158.6483,-0.67,88,75,7.0,RU,1711847505
303,mathba,22.2855,89.9629,26.51,81,0,2.81,BD,1711847506
304,ulsteinvik,62.3432,5.8487,7.73,83,100,0.89,NO,1711847506
305,nacozari viejo,30.4,-109.65,16.68,32,100,8.96,MX,1711847507
306,falkenberg,56.9055,12.4912,10.08,79,100,4.21,SE,1711847507
307,saurimo,-9.6608,20.3916,19.54,98,100,1.14,AO,1711847508
308,hoopstad,-27.8327,25.9083,16.9,67,100,2.46,ZA,1711847508
309,tangalle,6.024,80.7911,24.09,92,25,2.9,LK,1711847509
310,cruzeiro do sul,-29.5128,-51.9853,24.73,90,45,1.77,BR,1711847509
311,dzuunharaa,48.8523,106.4579,-1.09,80,100,1.13,MN,1711847297
312,sinabang,2.4803,96.3801,26.88,85,100,1.06,ID,1711847510
313,tual,-5.6667,132.75,28.81,75,33,5.34,ID,1711847511
314,gadzhiyevo,69.2551,33.3362,-5.43,96,100,1.26,RU,1711847511
315,brampton,43.6834,-79.7663,6.48,64,98,1.79,CA,1711847448
316,itoman,26.1247,127.6694,24.21,88,75,4.63,JP,1711847512
317,argo,37.6333,22.7333,15.24,51,88,1.56,GR,1711847513
318,tukrah,32.5341,20.5791,18.65,52,0,6.27,LY,1711847513
319,ertingen,48.1,9.4667,8.87,94,100,0.64,DE,1711847514
320,al ain city,24.1917,55.7606,19.79,94,55,2.06,AE,1711847514
321,ouallam,14.3188,2.0866,31.51,13,100,4.68,NE,1711847514
322,eilat,29.5581,34.9482,23.91,31,0,3.09,IL,1711847515
323,north bend,43.4065,-124.2243,15.55,71,0,11.32,US,1711847229
324,saint-pierre,-21.3393,55.4781,24.82,78,100,2.06,RE,1711847516
325,baro,8.6,6.4167,29.43,59,9,1.19,NG,1711847299
326,aykhal,66.0,111.5,-12.83,92,100,9.63,RU,1711847517
327,fellsmere,27.7678,-80.6014,22.77,73,44,3.89,US,1711847517
328,borogontsy,62.6683,131.1683,-16.68,91,74,1.86,RU,1711847517
329,carranglan,15.9613,121.0641,28.99,56,99,1.48,PH,1711847518
330,mogadishu,2.0371,45.3438,28.22,80,100,6.72,SO,1711847518
331,albertina,-22.2008,-46.6158,17.37,93,15,1.28,BR,1711847519
332,tindouf,27.6711,-8.1474,15.07,67,100,3.85,DZ,1711847519
333,shakiso,5.75,38.9167,15.57,96,89,1.71,ET,1711847520
334,salahonda,2.1019,-78.7217,27.17,79,82,2.77,CO,1711847520
335,nemuro,43.3236,145.575,1.8,97,100,10.31,JP,1711847521
336,porto novo,6.4965,2.6036,27.95,82,100,3.42,BJ,1711847521
337,korla,41.7597,86.1469,16.0,30,100,5.86,CN,1711847522
338,tyre,33.2733,35.1939,22.34,63,0,1.76,LB,1711847522
339,esmeraldas,-19.7625,-44.3139,24.3,90,87,1.05,BR,1711847523
340,mahina,-17.5065,-149.489,29.87,70,75,1.03,PF,1711847524
341,kudahuvadhoo,2.6708,72.8944,28.49,70,1,1.23,MV,1711847525
342,nurota,40.5614,65.6886,5.65,37,0,1.78,UZ,1711847525
343,port douglas,-16.4833,145.4667,27.34,65,97,5.52,AU,1711847526
344,takhatgarh,25.3333,73.0,20.28,47,0,2.5,IN,1711847526
345,bushehr,28.9684,50.8385,21.92,46,99,3.18,IR,1711847518
346,ejura,7.3856,-1.3562,27.5,72,37,1.83,GH,1711847527
347,tralee,52.2704,-9.7026,5.43,94,100,3.54,IE,1711847528
348,spassk,52.747,87.7545,1.53,97,100,1.79,RU,1711847529
349,buncrana,55.1333,-7.45,4.09,94,100,2.25,IE,1711847530
350,chapaev,50.2,51.1667,5.9,71,100,6.06,KZ,1711847530
351,inirida,3.8653,-67.9239,26.12,79,33,1.23,CO,1711847531
352,marat,25.0701,45.4615,19.14,38,71,4.74,SA,1711847531
353,port hedland,-20.3167,118.5667,33.03,43,0,3.6,AU,1711847532
354,pathein,16.7833,94.7333,27.27,56,0,4.14,MM,1711847533
355,midvagur,62.0511,-7.1939,4.46,87,100,4.63,FO,1711847533
356,tres arroyos,-38.3739,-60.2798,12.92,64,100,2.73,AR,1711847176
357,xingtai,37.0631,114.4942,18.32,38,0,4.58,CN,1711847534
358,thornbury,52.2333,-2.55,7.33,84,100,1.93,GB,1711847535
359,sejny,54.108,23.347,12.01,86,100,3.07,PL,1711847535
360,boguchany,58.3814,97.4531,1.03,100,100,3.13,RU,1711847536
361,vila franca do campo,37.7167,-25.4333,12.23,61,100,8.57,PT,1711847536
362,bonthe,7.5264,-12.505,25.4,81,100,2.61,SL,1711847537
363,udachny,66.4167,112.4,-11.14,85,100,8.33,RU,1711847537
364,kavieng,-2.5744,150.7967,29.21,75,94,3.54,PG,1711847539
365,remire-montjoly,4.9167,-52.2667,26.02,94,0,0.0,GF,1711847539
366,salinopolis,-0.6136,-47.3561,26.24,87,100,1.73,BR,1711847540
367,aquiraz,-3.9014,-38.3911,27.05,96,100,4.33,BR,1711847540
368,amahai,-3.3333,128.9167,30.21,66,92,1.09,ID,1711847541
369,klyuchi,52.2667,79.1667,-0.34,85,92,5.1,RU,1711847541
370,colonia,50.9333,6.95,9.42,88,0,0.0,DE,1711847428
371,san pedro pochutla,15.7333,-96.4667,27.84,61,2,1.83,MX,1711847542
372,el granada,37.5027,-122.4694,16.94,72,100,6.69,US,1711847543
373,luganville,-15.5333,167.1667,27.62,78,100,5.35,VU,1711847543
374,igarka,67.4667,86.5833,-4.62,97,100,2.3,RU,1711847544
375,rio de janeiro,-22.9028,-43.2075,25.98,80,20,3.6,BR,1711846888
376,kodinar,20.7903,70.7031,22.55,62,1,5.35,IN,1711847545
377,gurupa,-1.405,-51.64,23.38,94,100,0.64,BR,1711847486
378,guisa,20.255,-76.5386,20.0,75,0,2.97,CU,1711847547
379,coro,11.4045,-69.6734,25.2,74,72,5.87,VE,1711847515
380,el calafate,-50.3408,-72.2768,5.34,73,14,4.13,AR,1711847505
381,meerbusch,51.2833,6.6667,9.56,93,100,1.03,DE,1711847549
382,jucurutu,-6.0339,-37.0203,24.02,92,100,1.2,BR,1711847549
383,piacabucu,-10.4056,-36.4344,26.12,89,100,2.47,BR,1711847550
384,saint-philippe,-21.3585,55.7679,24.77,82,12,3.27,RE,1711847551
385,ghat,24.9647,10.1728,22.88,9,0,2.19,LY,1711847551
386,diapaga,12.0708,1.7889,32.14,7,99,2.21,BF,1711847552
387,puerto deseado,-47.7503,-65.8938,9.69,52,0,4.91,AR,1711847553
388,challapata,-18.9,-66.7667,11.42,65,37,3.41,BO,1711847484
389,chonchi,-42.6128,-73.8092,6.56,85,100,0.6,CL,1711847554
390,wanning,18.8003,110.3967,27.62,79,59,5.65,CN,1711847554
391,kismayo,-0.3582,42.5454,29.07,73,100,5.94,SO,1711847555
392,lazaro cardenas,17.9583,-102.2,25.56,62,100,3.36,MX,1711847280
393,menongue,-14.6585,17.691,17.96,98,100,1.96,AO,1711847556
394,shahrud,36.4182,54.9763,8.97,28,15,0.8,IR,1711847557
395,ilam,26.9167,87.9167,18.56,73,1,1.66,NP,1711847557
396,west bay,19.3667,-81.4167,26.04,74,20,5.66,KY,1711847558
397,shingu,33.7333,135.9833,21.55,54,26,1.77,JP,1711847558
398,naze,28.3667,129.4833,21.35,63,1,2.52,JP,1711847559
399,mangrol,21.1167,70.1167,22.73,76,7,6.06,IN,1711847559
400,tacuarembo,-31.7333,-55.9833,21.23,64,0,1.62,UY,1711847560
401,sangmelima,2.9333,11.9833,21.48,97,100,1.9,CM,1711847560
402,khandyga,62.6667,135.6,-12.09,81,42,2.46,RU,1711847561
403,burabay,53.0838,70.3138,-1.42,82,67,4.62,KZ,1711847561
404,zaragoza,41.6561,-0.8773,11.93,76,100,1.54,ES,1711847562
405,lamu,-2.2717,40.902,27.85,83,98,3.63,KE,1711847562
406,cova figueira,14.8905,-24.2934,19.3,77,81,6.72,CV,1711847563
407,mbaiki,3.8678,17.9892,24.96,58,79,1.32,CF,1711847563
408,n'zeto,-7.2312,12.8666,27.26,90,100,3.09,AO,1711847564
409,pangody,65.85,74.4859,-17.27,95,100,7.54,RU,1711847564
410,mkushi,-13.6202,29.3939,18.64,74,80,4.06,ZM,1711847565
411,xilin hot,43.9667,116.0333,-1.16,40,6,1.74,CN,1711847565
412,likasi,-10.9814,26.7333,17.6,99,100,1.07,CD,1711847567
413,paciran,-6.8767,112.3761,28.19,80,83,1.85,ID,1711847567
414,vershino-darasunskiy,52.35,115.5167,-9.14,45,0,2.2,RU,1711847568
415,villa huidobro,-34.8383,-64.5869,17.54,45,22,3.33,AR,1711847568
416,yatou,37.15,122.3833,9.21,42,100,4.02,CN,1711847569
417,las khorey,11.1595,48.1967,26.88,73,100,0.47,SO,1711847570
418,sorong,-0.8833,131.25,28.98,75,62,2.8,ID,1711847571
419,bolands,17.0657,-61.8747,24.49,93,64,5.97,AG,1711847571
420,raikot,30.65,75.6,16.57,80,0,2.83,IN,1711847572
421,preobrazheniye,42.9019,133.9064,3.57,48,1,5.46,RU,1711847572
422,petropavlovka,50.6114,105.3196,0.52,55,100,0.26,RU,1711847573
423,novozavedennoye,44.2628,43.6381,5.61,78,100,2.48,RU,1711847574
424,howard springs,-12.497,131.047,31.1,83,48,3.39,AU,1711847574
425,howrah,22.5892,88.3103,25.0,83,20,3.09,IN,1711847575
426,ndele,8.4109,20.6473,25.7,15,100,1.17,CF,1711847575
427,barra do corda,-5.5,-45.25,24.09,97,100,1.28,BR,1711847576
428,todos santos,23.45,-110.2167,26.28,75,100,1.76,MX,1711847550
429,yaren,-0.5472,166.916,28.2,81,19,8.0,NR,1711847577
430,torghay,49.6339,63.4981,-1.37,82,73,3.17,KZ,1711847578
431,hadibu,12.65,54.0333,25.94,74,0,2.75,YE,1711847579
432,touros,-5.1989,-35.4608,25.16,92,100,4.11,BR,1711847579
433,lubango,-14.9172,13.4925,15.82,88,93,1.28,AO,1711847580
434,nyurba,63.2842,118.3319,-14.08,90,57,2.3,RU,1711847581
435,sao felix do xingu,-6.6447,-51.995,24.03,93,100,0.78,BR,1711847430
436,shenkursk,62.1091,42.896,1.39,99,100,2.31,RU,1711847582
437,gutierrez zamora,20.45,-97.0833,25.9,87,3,5.22,MX,1711847582
438,fenoarivo atsinanana,-17.3667,49.4167,23.62,93,17,2.0,MG,1711847583
439,sandersville,32.9815,-82.8101,18.26,47,0,0.45,US,1711847583
440,riyadh,24.6877,46.7219,19.08,38,100,4.04,SA,1711847401
441,khorugh,37.4897,71.553,-5.61,91,47,1.07,TJ,1711847584
442,tarakan,3.3,117.6333,27.72,83,75,3.6,ID,1711847585
443,chichiriviche,10.9333,-68.2772,25.55,71,100,4.07,VE,1711847585
444,antofagasta,-23.65,-70.4,18.6,82,29,1.94,CL,1711847004
445,alesund,62.4723,6.1549,7.73,96,100,1.03,NO,1711847586
446,enshi,30.3,109.4833,18.25,78,61,0.42,CN,1711847458
447,barentu,15.1139,37.5928,23.82,48,12,1.67,ER,1711847587
448,tolanaro,-25.0319,46.9987,22.82,90,6,1.69,MG,1711847587
449,nchelenge,-9.3451,28.734,19.75,94,100,4.48,ZM,1711847588
450,ha'il,27.5219,41.6907,13.01,67,0,1.03,SA,1711847588
451,abeche,13.8292,20.8324,29.89,12,100,7.01,TD,1711847589
452,massa lubrense,40.6053,14.3667,18.04,100,100,7.53,IT,1711847589
453,ouadda,8.0777,22.4007,22.87,13,88,1.4,CF,1711847590
454,dalandzadgad,43.5708,104.425,11.85,26,62,1.56,MN,1711847297
455,danville,36.586,-79.395,19.05,36,0,3.6,US,1711847010
456,hola,51.5377,23.1902,14.1,77,98,3.9,PL,1711847591
457,nabire,-3.3667,135.4833,28.19,81,83,0.77,ID,1711847592
458,lerwick,60.1545,-1.1494,7.0,91,14,2.44,GB,1711847592
459,sao vicente,-23.9631,-46.3919,25.15,26,6,1.75,BR,1711847300
460,aconibe,1.2968,10.9369,20.92,99,70,1.45,GQ,1711847594
461,bagayevskaya,47.32,40.38,11.16,73,88,2.18,RU,1711847594
462,marquette,46.5333,-87.6335,0.58,89,100,1.26,US,1711847595
463,loreto,22.2667,-101.9667,22.62,12,87,4.82,MX,1711847595
464,childress,34.4264,-100.204,20.14,52,0,2.57,US,1711847596
465,hard bargain,26.3167,-77.5667,21.25,55,77,4.44,BS,1711847487
466,erenhot,43.6475,111.9767,4.04,29,98,3.24,CN,1711847597
467,portland,45.5234,-122.6762,18.02,35,75,4.63,US,1711847418
468,lake havasu city,34.4839,-114.3224,16.24,62,100,7.2,US,1711847598
469,selfoss,63.9331,-20.9971,-2.83,52,28,8.88,IS,1711847599
470,haradok,55.4624,29.9816,7.43,90,40,2.06,BY,1711847599
471,lebowakgomo,-24.2,29.5,11.25,92,1,2.26,ZA,1711847600
472,trevelin,-43.0858,-71.4639,5.01,86,88,2.81,AR,1711847600
473,yermentau,51.6214,73.1069,-4.46,81,93,7.55,KZ,1711847601
474,rantepao,-2.9701,119.8978,25.42,80,71,0.43,ID,1711847442
475,shinkafi,13.0753,6.5105,29.63,9,99,3.28,NG,1711847602
476,sheki,41.1919,47.1706,8.52,72,2,2.0,AZ,1711847602
477,galle,6.0367,80.217,25.4,87,11,2.28,LK,1711847311
478,east ballina,-28.8667,153.5833,24.89,66,100,4.41,AU,1711847603
479,caucete,-31.6518,-68.2811,24.61,25,0,6.45,AR,1711847386
480,forster,-32.1667,152.5167,26.27,66,98,2.04,AU,1711847604
481,melfort,52.8667,-104.6177,-3.13,55,98,2.05,CA,1711847308
482,harstad,68.799,16.5293,-2.14,94,100,2.24,NO,1711847605
483,galveston,29.3669,-94.9669,22.32,82,40,4.12,US,1711847331
484,barclayville,4.6797,-8.2339,25.39,89,93,1.5,LR,1711847606
485,ilhabela,-23.7781,-45.3581,22.68,90,4,1.05,BR,1711847607
486,nalut,30.3333,10.85,21.4,13,3,3.92,LY,1711847607
487,port hueneme,34.1478,-119.1951,14.37,81,75,9.77,US,1711847608
488,nukus,42.4531,59.6103,2.99,60,0,1.03,UZ,1711847608
489,zalingei,12.9096,23.4741,26.86,11,100,6.71,SD,1711847608
490,morehead city,34.7229,-76.726,17.23,72,0,7.72,US,1711847609
491,akureyri,65.6835,-18.0878,-5.74,96,100,1.82,IS,1711847313
492,yangjiang,21.85,111.9667,26.67,81,65,4.16,CN,1711847610
493,lagoa,39.05,-27.9833,12.93,59,100,10.4,PT,1711847610
494,malango,-2.9627,119.9001,25.41,80,72,0.44,ID,1711847610
495,kampene,-3.6,26.6667,20.78,96,100,0.88,CD,1711847611
496,gisborne,-38.6533,178.0042,14.79,75,100,7.97,NZ,1711847611
497,hobyo,5.3505,48.5268,27.91,73,52,6.19,SO,1711847612
498,tromso,69.6496,18.957,-1.99,64,100,5.14,NO,1711847397
499,mahebourg,-20.4081,57.7,25.7,93,100,3.33,MU,1711847613
500,pinckneyville,38.0803,-89.382,22.19,81,94,2.77,US,1711847613
501,xiva,41.3783,60.3639,3.99,32,81,5.1,UZ,1711847613
502,taltal,-25.4,-70.4833,20.69,80,66,2.32,CL,1711847422
503,chui,-33.6971,-53.4616,21.09,82,5,2.23,UY,1711847464
504,nykvarn,59.8,18.3,6.24,83,94,2.05,SE,1711847615
505,lata,40.1629,-8.3327,7.82,97,100,2.5,PT,1711847615
506,greenville,35.6127,-77.3663,19.51,37,0,2.57,US,1711847615
507,sigli,5.3848,95.9609,27.2,78,100,1.56,ID,1711847616
508,san francisco de la paz,14.9,-86.2,26.84,66,73,1.41,HN,1711847616
509,ahiri,19.4,80.0167,28.48,47,21,1.68,IN,1711847617
510,luderitz,-26.6481,15.1594,15.2,96,12,0.84,NA,1711847617
511,macau,22.2006,113.5461,28.17,100,75,4.12,MO,1711847465
512,ak-dovurak,51.1833,90.6,0.06,98,100,0.89,RU,1711847618
513,salekhard,66.53,66.6019,-21.07,88,4,3.47,RU,1711847618
514,thunder bay,48.4001,-89.3168,-1.92,97,51,1.18,CA,1711847414
515,santiago de cuba,20.0247,-75.8219,26.06,57,40,4.63,CU,1711847619
516,rumoi,43.9344,141.6428,2.84,61,54,9.1,JP,1711847620
517,szekesfehervar,47.1899,18.4103,13.72,58,100,3.0,HU,1711847620
518,nanma,36.1817,118.1583,13.26,24,76,3.5,CN,1711847621
519,dingzhou,38.5131,114.9956,14.26,36,0,4.45,CN,1711847621
520,mandalgovi,45.7625,106.2708,3.78,48,20,3.25,MN,1711847622
521,guarapari,-20.6667,-40.4975,24.38,96,100,3.8,BR,1711847622
522,san alberto,7.7611,-73.3922,28.44,69,98,1.27,CO,1711847465
523,tarija,-21.5355,-64.7296,19.5,71,63,1.11,BO,1711847623
524,santa elena de uairen,4.6167,-61.1333,22.34,83,100,1.84,VE,1711847624
525,macapa,0.0389,-51.0664,28.99,84,40,3.09,BR,1711847523
526,waspan,14.7419,-83.9717,23.88,92,50,1.94,NI,1711847625
527,cananea,30.95,-110.3,16.34,35,100,10.82,MX,1711847625
528,namsos,64.4662,11.4957,5.03,87,100,6.69,NO,1711847626
529,cill airne,52.05,-9.5167,5.25,96,100,2.06,IE,1711847626
530,turpan,42.9333,89.1667,18.68,33,100,4.08,CN,1711847627
531,mermoz boabab,14.7065,-17.4758,19.31,86,70,7.3,SN,1711847627
532,castillos,-34.1667,-53.8333,20.64,80,28,1.96,UY,1711847627
533,tatarsk,55.219,75.9828,-3.24,96,94,4.53,RU,1711847628
534,letterkenny,54.95,-7.7333,3.22,96,100,1.11,IE,1711847628
535,christchurch,-43.5333,172.6333,15.51,69,100,2.57,NZ,1711847413
536,kimberley,-28.7323,24.7623,19.38,60,18,4.43,ZA,1711847629
537,ak-suu,42.4995,78.527,-0.43,89,100,2.66,KG,1711847630
538,port macquarie,-31.4333,152.9167,24.38,64,57,2.49,AU,1711847586
539,sant lluis,39.8526,4.2594,14.22,94,0,4.63,ES,1711847631
540,shalazhi,43.0978,45.3608,11.07,75,69,2.24,RU,1711847631
541,horta,38.5333,-28.6333,12.23,77,100,2.24,PT,1711847632
542,haparanda,65.8355,24.1368,-5.97,99,77,2.32,SE,1711847632
543,bathsheba,13.2167,-59.5167,26.34,83,20,5.66,BB,1711847632
544,ormara,25.2088,64.6357,24.39,32,100,4.5,PK,1711847633
545,kindu,-2.95,25.95,22.22,98,100,1.0,CD,1711847633
546,new norfolk,-42.7826,147.0587,17.73,55,95,0.68,AU,1711847634
547,riberalta,-10.9833,-66.1,24.28,98,100,1.07,BO,1711847467
548,banff,51.1762,-115.5698,1.09,72,100,1.54,CA,1711847635
549,ketchikan,55.3422,-131.6461,8.26,66,75,4.12,US,1711847587
550,wakkanai,45.4094,141.6739,4.49,62,19,6.71,JP,1711847635
551,ndende,-2.4008,11.3581,23.89,98,100,0.82,GA,1711847636
552,porto belo,-27.1578,-48.5531,25.54,93,7,1.26,BR,1711847636
553,pisco,-13.7,-76.2167,24.03,78,0,7.2,PE,1711847637
554,cidreira,-30.1811,-50.2056,22.22,84,0,4.3,BR,1711847487
555,katsuura,35.1333,140.3,19.5,67,0,10.39,JP,1711847637
556,luena,-11.7833,19.9167,18.19,98,100,1.49,AO,1711847638
557,mil'kovo,55.6078,37.7956,6.3,96,20,2.57,RU,1711847638
558,rongelap,11.1635,166.8941,27.24,80,98,8.45,MH,1711847639
559,kongolo,-5.3833,27.0,22.09,97,100,0.92,CD,1711847639
560,hurricane,37.1753,-113.2899,11.39,89,99,1.34,US,1711847640
561,vernon,50.2581,-119.2691,12.56,42,98,1.19,CA,1711847490
562,dolinsk,47.35,142.8,3.18,63,75,6.35,RU,1711847640
563,zdvinsk,54.7021,78.661,-2.01,86,100,6.57,RU,1711847641
564,san lawrenz,36.0553,14.204,17.67,76,96,7.86,MT,1711847641
565,flagstaff,35.1981,-111.6513,10.56,31,75,9.26,US,1711847587
566,imperatriz,-5.5264,-47.4917,23.4,97,73,0.71,BR,1711846887
567,ghadamis,30.1337,9.5007,22.72,13,3,4.69,LY,1711847643
568,ilomantsi,62.6716,30.9328,1.5,98,100,2.77,FI,1711847644
569,kloulklubed,7.0419,134.2556,30.28,76,100,8.38,PW,1711847644
570,baki,-7.6128,110.7839,27.5,79,71,5.11,ID,1711847645
571,ridder,50.355,83.5133,-0.47,98,100,1.86,KZ,1711847645
572,xinzhi,36.4989,111.7047,19.16,31,0,2.11,CN,1711847646
573,al khafji,28.4391,48.4913,21.1,74,100,5.81,SA,1711847647
574,sandnessjoen,66.0217,12.6316,1.29,92,100,3.75,NO,1711847648
575,la libertad,-2.2333,-80.9,24.2,78,63,3.14,EC,1711847648
576,minas de marcona,-15.2119,-75.1103,18.67,79,100,4.48,PE,1711847649
577,barranca,-10.75,-77.7667,22.95,81,98,3.06,PE,1711847650
578,northam,51.0333,-4.2167,9.23,87,97,6.72,GB,1711847650
579,isiro,2.7739,27.616,21.41,91,100,2.29,CD,1711847651
580,ilebo,-4.3167,20.5833,21.92,99,100,0.75,CD,1711847652
